StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Introduction ",Q11,Q15,Q17,Q17_5_TEXT,"Q16 ",Q30,Q34,Q34_5_TEXT,Q35,Q36,Q37,Q37_5_TEXT,Q38,Q39,Q40,Q40_5_TEXT,Q41,Q42,Q22,Q49,Q49_12_TEXT,Q21_1,Q21_2,Q78_1,Q78_2,Q78_3,Q47,Q23,Q23_10_TEXT,Q81,Q81_1_TEXT,Q82,Q82_1_TEXT,Q83,Q83_8_TEXT,Q20,Q25,Q25_13_TEXT,Q74,Q75,Q75_13_TEXT,Q84,Q85,Q64,Q65,Q65_13_TEXT,Q66,Q67,Q67_13_TEXT,Q68,Q69,Q70,Q71,Q76,Q77,Q72,Q73,Q73_13_TEXT,Q45,Q26,Q26_9_TEXT,Q27,Q27_8_TEXT,Q29,Q33,Q33_3_TEXT,Q46,Q32,Q32_7_TEXT,"Gender ",Q44,Nationality,Q43,Q43_13_TEXT,Q8,Q10,Q13,Q79,Q25,Q28,Q50,Q51,Q86,Q87,Q52,Q53,Q54,Q55,Q56,Q57,Q60,Q61,Q58,Q59,Q62,Q63,Q80
2025-04-22 08:06:59,2025-04-22 08:15:07,IP Address,100,487,True,2025-04-22 08:15:07,R_4zooCL5O1WZcuQ6,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders",I ride professionally,,No,"Yes, always","Yes, always","Yes, sometimes","Yes, always",Yes,"Road Bike,Hybrid Bike,Mountain Bike",,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Al Reem Island,Al Bateen,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Parks,Neighborhood roads",Extreme weather conditions,,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes,More shaded or weather-protected riding areas,Access to indoor cycling options",,No,Yes,,Yes,Takes too much time,,Male,45-54 years old,Philippines,University Bachelors Degree,,Working full-time,20-25k,19,10-15 years,Safety,More safe,,,,,,,,,,,,,,,,,Yes
2025-04-22 08:11:58,2025-04-22 08:17:19,IP Address,100,320,True,2025-04-22 08:17:19,R_2RyJk1xYwa1EwAh,anonymous,EN,I consent,Dubai,Bicycle,I want to be the next Tour de France winner,,4-6 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,with friends/other riders,I ride professionally,,"Yes, sometimes","Yes, always","Yes, always",No,No,Yes,Road Bike,,Improved my physical fitness and overall health,,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"1 - very safe, no concerns","Al Qudra Cycle Track,Meydan DXBike",,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions,Lack of cycle and scooter lanes",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists,More shaded or weather-protected riding areas,Access to indoor cycling options,More bike rental services/stations",,"Bicycle,I ride a camel",Yes,,No,,,Male,45-54 years old,Spain,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,More than 30k,15,More than 20 years,,,,,,,The tracks and the comunity,More social rides outside,,,,,,,,,,,Yes
2025-04-22 08:12:55,2025-04-22 08:18:40,IP Address,100,344,True,2025-04-22 08:18:41,R_9wULVZRQ2GWwqSR,anonymous,EN,I consent,Dubai,Bicycle,Recreational/Leisure,,Once a week,"January,February,March,April,May,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders",I am a confident but casual rider,,No,"Yes, always","Yes, always","Yes, always","Yes, always",Yes,"Road Bike,Mountain Bike",,Improved my physical fitness and overall health,,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Helped me feel more connected to the UAE’s growing cycling culture",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"1 - very safe, no concerns","Al Qudra Cycle Track,Meydan DXBike,Other",Meydan to kite beach,,,,,,,,,,,,,Cycle tracks,Extreme weather conditions,,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes",,Bicycle,No (please explain why not),safety,Yes,"Lack of cycle paths from home to work,Other","and weather ",Male,35-44 years old,Lebanon,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,More than 30k,12,More than 20 years,,,,,,,"dedicated tracks / lanes - ","infrastructure to allow cylcing as commuting method & a better weather. it's too hot . ",,,,,,,,,,,Yes
2025-04-22 08:23:15,2025-04-22 08:29:54,IP Address,100,398,True,2025-04-22 08:29:55,R_9C4r2qaI8TFPTeS,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure, Fitness,Competitive/Racing",,4-6 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club",I ride professionally,,No,"Yes, always","Yes, always",No,No,Yes,Road Bike,,"Improved my physical fitness and overall health,Allowed me to participate in cycling events and meet like-minded people",,"Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Access to premium cycling gear and accessories that improved my performance",,,,,,,,,,2,"Al Qudra Cycle Track,Meydan DXBike",,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Sidewalks","High costs of equipment or gear,Cultural norms/expectations,Other","Heat in the summer ","More dedicated cycling tracks,Awareness for drivers and cyclists,More shaded or weather-protected riding areas,Access to indoor cycling options",,No,Yes,,Yes,"Distance from work,Lack of facilities at work (showers, cycle parking, etc.),Lack of cycle paths from home to work",,Male,45-54 years old,Italy,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Other,More than 30k,1,Since childhood,,,,,,,The safe cycle tracks,"More granfondo starting in Dubai and crossing the other emirates ",,,,,,,,,,,Yes
2025-04-22 08:36:01,2025-04-22 08:39:50,IP Address,100,228,True,2025-04-22 08:39:50,R_9uQiEcgLAfsjnan,anonymous,EN,I consent,Abu Dhabi,Bicycle,Recreational/Leisure,,A few times a year,"January,February,November,December",,,,,,,,,,,,,"with friends/other riders,with family",I am a confident but casual rider,,No,No,"Yes, always",No,No,No,,,,,Introduced me to cycling groups and new friends,,"Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey",,"1 - very safe, no concerns",Al Hudayriyat Island,,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Parks"," Road safety concerns,High costs of equipment or gear",,More dedicated cycling tracks,,No,,,No,,,Female,35-44 years old,New Zealand,University Bachelors Degree,,A homemaker or stay-at-home parent,Prefer not to share,Less than 1,15-20 years,Dedicated cycle area with no cars,,,,,,,,,,,,,,,,,,Yes
2025-04-22 08:30:12,2025-04-22 08:40:26,IP Address,100,614,True,2025-04-22 08:40:26,R_943cTagJNmlMEcV,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure,Commuting/Mode of Transportation, Fitness,Competitive/Racing",,4-6 times a week,"January,February,March,April,May,September,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders,with family",I am a fast and fearless rider,,No,"Yes, sometimes","Yes, always",No,"Yes, sometimes",Yes,"Hybrid Bike,Mountain Bike,Electric Bike,Other",Fat Bike,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people,Made my daily commute easier and more efficient",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"3 - moderately safe, some concerns","Corniche,Al Hudayriyat Island,Al Wathba Cycle Track",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Parks","Extreme weather conditions,Lack of cycle and scooter lanes,Limited cycle/scooter parking or storage",," Better signage and road markings,Awareness for drivers and cyclists,More shaded or weather-protected riding areas",,"Bicycle,Electric Bicycle",Maybe,,Yes,"Lack of facilities at work (showers, cycle parking, etc.)",,Male,35-44 years old,Philippines,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,More than 30k,,1-5 years,Availability of cycling tracks and lanes.,"Provide more bicycle parkings with shade/ protection. ",,,,,,,,,,,,,,,,,Yes
2025-04-22 08:45:59,2025-04-22 08:50:26,IP Address,100,266,True,2025-04-22 08:50:26,R_9GrkCuLyN3J5nEY,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure, Fitness",,2-3 times a week,"January,February,March,October,November,December",,,,,,,,,,,,,By myself,I am a confident but casual rider,,No,"Yes, always","Yes, always","Yes, many times","Yes, sometimes",Yes,Road Bike,,Improved my physical fitness and overall health,,"Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Access to premium cycling gear and accessories that improved my performance",,,,,,,,,,"3 - moderately safe, some concerns","Al Qudra Cycle Track,Meydan DXBike",,,,,,,,,,,,,,"Cycle tracks,Cycle paths","Extreme weather conditions,Lack of cycle and scooter lanes, Road safety concerns",,"More dedicated cycling tracks,More cycling lanes",,No,Maybe,,Yes,"Lack of facilities at work (showers, cycle parking, etc.),Lack of cycle paths from home to work",,Male,25-34 years old,Australia,University Bachelors Degree,,Working full-time,More than 30k,1,5-10 years,,,,,,,,Better infrastructure dedicated to cycling,,,,,,,,,,,Yes
2025-04-22 08:46:53,2025-04-22 08:52:15,IP Address,100,321,True,2025-04-22 08:52:16,R_8rMuYgw16tTQI3C,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure, Fitness,Competitive/Racing",,2-3 times a week,"January,February,March,April,May,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders,with family",I am a fast and fearless rider,,No,"Yes, always","Yes, always",No,No,Yes,Road Bike,,None of the above,,,,,,,,,,,,,,"5 - not safe at all, many concerns","Al Qudra Cycle Track,Meydan DXBike",,,,,,,,,,,,,,"Cycle tracks,Cycle paths","Lack of cycle and scooter lanes, Road safety concerns,Personal safety concerns",,"More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists,More shaded or weather-protected riding areas",,No,,,Yes,Lack of cycle paths from home to work,,Male,35-44 years old,Italy,University Bachelors Degree,,Working full-time,More than 30k,8,1-5 years,,,,,,,"Dedicated cycle tracks - meydan, al qudra etc ","SAFETY ",,,,,,,,,,,Yes
2025-04-22 08:47:00,2025-04-22 08:57:22,IP Address,100,622,True,2025-04-22 08:57:22,R_42DGCCtiCmAXMRa,anonymous,EN,I consent,Abu Dhabi,Bicycle," Fitness",,Daily,December,,,,,,,,,,,,,By myself,I am a confident but casual rider,,No,No,"Yes, always",No,No,No,,,,,Introduced me to cycling groups and new friends,,High-quality products and expert service that enhanced my cycling experience,,"1 - very safe, no concerns","Al Maryah Island,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Parks","Extreme weather conditions,Lack of cycle and scooter lanes, Road safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes",,"Bicycle,Electric Bicycle",Yes,,Yes,"Distance from work,Takes too much time",,Male,35-44 years old,India,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,15-20k,2,I am a new rider,peaceful ride,for good health,,,,,,,,,,,,,,,,,Yes
2025-04-22 08:55:41,2025-04-22 09:00:53,IP Address,100,311,True,2025-04-22 09:00:53,R_9MEYHCkLdCBQcUT,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure, Fitness",,Once a week,"January,February,March,September,October,November,December",,,,,,,,,,,,,"With a cycling club,with friends/other riders",I am a confident but casual rider,,No,"Yes, always","Yes, always","Yes, sometimes",No,Yes,Road Bike,,"Improved my physical fitness and overall health,Allowed me to participate in cycling events and meet like-minded people",,"Encouraged me to spend more time with family and friends through cycling,Helped me feel more connected to the UAE’s growing cycling culture",,"High-quality products and expert service that enhanced my cycling experience,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,2,"Al Qudra Cycle Track,Meydan DXBike",,,,,,,,,,,,,,"Cycle tracks,Neighborhood roads","Extreme weather conditions, Road safety concerns,High costs of equipment or gear",,"More dedicated cycling tracks,Awareness for drivers and cyclists,More bike rental services/stations",,No,Maybe,,No,,,Male,45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,More than 30k,20,5-10 years,,,,,,,Safety and dedicated cycle paths,"More cost effective bike gear, and workshops to learn bike maintenance ",,,,,,,,,,,Yes
2025-04-22 08:56:23,2025-04-22 09:07:36,IP Address,100,672,True,2025-04-22 09:07:37,R_4fNTDsMWXWIiKbG,anonymous,EN,I consent,Abu Dhabi,Bicycle,Recreational/Leisure,,A few times a month,"January,February,November,December",,,,,,,,,,,,,By myself,I am a confident but casual rider,,No,No,"Yes, sometimes","Yes, always","Yes, always",No,,,,,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"3 - moderately safe, some concerns","Al Reem Island,Corniche,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Parks,Neighborhood roads"," Road safety concerns,Limited cycle/scooter parking or storage,Personal safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists,More shaded or weather-protected riding areas,Access to indoor cycling options,More bike rental services/stations",,No,Yes,,No,,,Female,25-34 years old,Philippines,University Bachelors Degree,,Working full-time,5-10k,21,I am a new rider,The event that I recently joined (FAB cycling festival) made me aware that there were more people who are into riding the bike. I got inspired seeing them having fun and it is indeed a good way to be fit,"I would like to encourage more people to join the cycling community in Abu Dhabi. It will surely put you into shape, have more friends and it is a good way to participate in many sports activities in here (ex. triathlon)",,,,,,,,,,,,,,,,,Yes
2025-04-22 09:05:50,2025-04-22 09:13:38,IP Address,100,467,True,2025-04-22 09:13:39,R_4KwRHoca5IORKi0,anonymous,EN,I consent,Dubai,Bicycle," Fitness,Competitive/Racing",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club",I am a fast and fearless rider,,No,"Yes, always","Yes, always","Yes, many times","Yes, always",Yes,"Road Bike,Other",TT & Gravel & Tandem,"Improved my physical fitness and overall health,Allowed me to participate in cycling events and meet like-minded people",,,,"A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"3 - moderately safe, some concerns",Al Qudra Cycle Track,,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions, Road safety concerns,Personal safety concerns",,"More dedicated cycling tracks,More cycling lanes",,Bicycle,No (please explain why not),"Too many Carsten, too dangerous drivers",No,,,Male,55-64 years old,Germany,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working part-time,Prefer not to share,6,Since childhood,,,,,,,Dedicated cycling track in Al Qudra,Connecting neighbourhoods with cycling lanes/ tracks.,,,,,,,,,,,Yes
2025-04-22 09:09:51,2025-04-22 09:15:44,IP Address,100,353,True,2025-04-22 09:15:44,R_6okHArjZsYCIodb,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure, Fitness,Competitive/Racing,I want to be the next Tour de France winner",,4-6 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,with friends/other riders,I am a fast and fearless rider,,No,"Yes, always","Yes, always",No,"Yes, sometimes",Yes,"Road Bike,Mountain Bike,Cyclocross Bike",,Improved my physical fitness and overall health,,Introduced me to cycling groups and new friends,,"High-quality products and expert service that enhanced my cycling experience,Access to premium cycling gear and accessories that improved my performance",,,,,,,,,,4,"Jumeirah Beach,Meydan DXBike",,,,,,,,,,,,,,Cycle tracks," Road safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists",,No,,,No,,,Male,55-64 years old,United Kingdom of Great Britain and Northern Ireland,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,Prefer not to share,23,Since childhood,,,,,,,Seeing Wolfi and his bulging biceps in a tight cycling jersey,More Wolfi clones,,,,,,,,,,,No
2025-04-22 09:07:21,2025-04-22 09:19:02,IP Address,100,700,True,2025-04-22 09:19:03,R_1ftnn67emSHaHEl,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure, Fitness",,4-6 times a week,"January,February,March,April,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders",I am a fast and fearless rider,,No,"Yes, always","Yes, always",No,No,Yes,Road Bike,,Improved my physical fitness and overall health,,Introduced me to cycling groups and new friends,,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"1 - very safe, no concerns",Al Qudra Cycle Track,,,,,,,,,,,,,,Cycle tracks,Extreme weather conditions,,"More dedicated cycling tracks,More cycling lanes, Better signage and road markings",,Bicycle,No (please explain why not),TOO DANGEROUS,No,,,Male,65+ years old,Switzerland,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Retired,More than 30k,,10-15 years,,,,,,,CYCLE TRACKS,MORE SAFE CYCLE LANES,,,,,,,,,,,Yes
2025-04-22 09:10:28,2025-04-22 09:25:35,IP Address,100,907,True,2025-04-22 09:25:36,R_5ff3INDz5PhlwZl,anonymous,EN,I consent,Dubai,Electric Bicycle,,,,,"Recreational/Leisure,Commuting/Mode of Transportation, Fitness,Other",Fond of cycling instead machines,Once a week,"January,February,March,April,May,September,October,November,December",,,,,,,,,By myself,Other,I ride well but not a professional rider,No,"Yes, sometimes","Yes, sometimes",No,"Yes, sometimes",Yes,"Electric Bike,BMX Bike,Other","Manual bicycle ","Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly",,,,"A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"3 - moderately safe, some concerns","Dubai Marina,Other",DIP 1,,,,,,,,,,,,,"Cycle tracks,Cycle paths","Extreme weather conditions,Personal safety concerns",,"More dedicated cycling tracks,More cycling lanes,More shaded or weather-protected riding areas,Access to indoor cycling options",,"Bicycle,Electric Bicycle",Yes,,Yes,Other,No such comcerns,Male,35-44 years old,Pakistan,University Bachelors Degree,,Working full-time,Less than 5k,,1-5 years,,,,,,,"Good activity, healthy and affordable ride","Cost effective, more awareness ",,,,,,,,,,,Yes
