StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Introduction ",Q11,Q15,Q17,Q17_5_TEXT,"Q16 ",Q30,Q34,Q34_5_TEXT,Q35,Q36,Q37,Q37_5_TEXT,Q38,Q39,Q40,Q40_5_TEXT,Q41,Q42,Q22,Q49,Q49_12_TEXT,Q21_1,Q21_2,Q78_1,Q78_2,Q78_3,Q47,Q23,Q23_10_TEXT,Q81,Q81_1_TEXT,Q82,Q82_1_TEXT,Q83,Q83_8_TEXT,Q20,Q25,Q25_13_TEXT,Q74,Q75,Q75_13_TEXT,Q84,Q85,Q64,Q65,Q65_13_TEXT,Q66,Q67,Q67_13_TEXT,Q68,Q69,Q70,Q71,Q76,Q77,Q72,Q73,Q73_13_TEXT,Q45,Q26,Q26_9_TEXT,Q27,Q27_8_TEXT,Q29,Q33,Q33_3_TEXT,Q46,Q32,Q32_7_TEXT,"Gender ",Q44,Nationality,Q43,Q43_13_TEXT,Q8,Q10,Q13,Q79,Q25,Q28,Q50,Q51,Q86,Q87,Q52,Q53,Q54,Q55,Q56,Q57,Q60,Q61,Q58,Q59,Q62,Q63,Q80
2025-05-16 01:25:36,2025-05-16 01:34:57,0,100,560,1,2025-05-16 01:34:57,R_9gpqBWfZA1uVeN3,anonymous,EN,1,1,3,,,,,,,,,1,,7,12,,,,,"1,3,4",1,,4,4,1,2,3,2,,,,,6,,,,1,"5,11,12",,,,,,,,,,,,,,,,,,,,,,1,"6,9",Very few ladies area cyclibg with specific short period and one day a week only.,8,More ladies area cycling throughout the week,1,3,"They are kids , how will they direct the way to the school its far, also they dont have responsibility so its not safe and finally they may fall or damage their uniforms.",3,,,2,2,186,9,,5,2,46,9,Everything,"More ladies area, and not only on tuesdays",,,,,,,,,,,,,,,,,4
2025-05-16 02:41:19,2025-05-16 02:46:36,0,100,316,1,2025-05-16 02:46:37,R_90OPVwOUdYp7JPm,anonymous,EN,1,1,1,"1,3,4",,3,"1,2,3,4,5,6,10,11,12",,,,,,,,,,,,,2,,,4,2,1,4,4,1,1,,"2,6",,,,"1,5",,3,"5,9,12",,,,,,,,,,,,,,,,,,,,,,1,"5,9",,"1,3,4,6",,7,2,,3,,,1,5,187,8,,1,8,11,10,The roads,,,,,,,,,,,,,,,,,,4
2025-05-16 04:03:19,2025-05-16 04:14:50,0,100,691,1,2025-05-16 04:14:51,R_1hlkpfq5MbANfpO,anonymous,EN,1,1,1,3,,2,"1,2,3,12",,,,,,,,,,,,,"1,3",7,,4,1,1,4,4,1,3,,2,,2,,4,,3,"1,2,3",,,,,,,,,,,,,,,,,,,,,,1,"1,2,4",,"1,9,4",,2,3,"Not safe for kids ",3,,,1,4,121,9,,1,1,11,8,Cornece,"Health ",,,,,,,,,,,,,,,,,4
2025-05-16 05:36:23,2025-05-16 05:36:29,0,100,5,1,2025-05-16 05:36:29,R_9P6snx1aap79s3T,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-09 05:38:58,2025-05-09 05:52:31,0,29,813,0,2025-05-16 05:39:02,R_922ClrWamoadMBw,anonymous,EN,1,1,1,"1,3",,4,"1,2,3,4",,,,,,,,,,,,,3,1,,2,4,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-16 06:23:14,2025-05-16 06:35:42,0,100,748,1,2025-05-16 06:35:44,R_4l3LBnivFzwCk85,anonymous,AR,1,2,1,3,,2,"1,2,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,7,,4,1,1,3,3,1,1,,2,,"2,6",,"1,4,5,6,7",,,,,1,2,,,,,,,,,,,,,,,,,,,1,1,,"1,2,9,4,5",,1,2,,3,,,1,4,186,9,,1,7,41,10,,,التأثير النفسي الايجابي والتخلص من ضغوط العمل,عمل مضامير مخصصه للدراجات الهوائيه,,,,,,,,,,,,,,,4
2025-05-16 11:29:04,2025-05-16 11:43:14,0,100,850,1,2025-05-16 11:43:15,R_4M57KjEpC3uf6c2,anonymous,EN,1,1,1,"1,2,3",,1,"1,2,3,4,5,9,10,11,12",,,,,,,,,,,,,"1,3,4",7,,4,4,1,4,4,1,1,,"2,4,5,7",,"4,6",,"1,4,5,6,7",,1,4,,,,,,,,,,,,,,,,,,,,,,"1,2,7","1,4,5",,"1,2,9,3,4,5,6",,1,,,2,"1,2",,2,3,77,10,,4,8,44,8,"Yes ",,,,,,,,,,,,,,,,,,4
2025-05-09 23:15:00,2025-05-09 23:26:41,0,67,701,0,2025-05-16 23:15:03,R_9DBUlW2C6cjAfFi,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",7,,4,1,1,1,1,1,1,,"2,5,6",,"2,4,5,6,7",,"1,4,5,6,7",,1,"5,11",,,,,,,,,,,,,,,,,,,,,,"1,2","1,4",,"1,2,9,3,4,5,6",,1,2,,2,"1,3,6",,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-17 03:27:35,2025-05-17 03:33:54,0,100,379,1,2025-05-17 03:33:55,R_9YzeJLtUBMq6o25,anonymous,EN,1,1,1,3,,3,12,,,,,,,,,,,,,3,1,,4,1,1,4,3,1,1,,2,,2,,1,,1,11,,,,,,,,,,,,,,,,,,,,,,1,"1,5,7",,5,,7,2,,3,,,1,5,138,9,,1,3,18,10,healthy lifestyle and enjoy with friends,shaded cycling path,,,,,,,,,,,,,,,,,4
2025-05-17 05:19:02,2025-05-17 05:25:12,0,100,370,1,2025-05-17 05:25:13,R_9qDlZvOrX45yzhL,anonymous,EN,1,1,1,"1,3",,3,"1,2,3,11,12",,,,,,,,,,,,,3,7,,4,3,1,4,4,1,10,Btwin,"2,4",,2,,7,,1,"4,11",,,,,,,,,,,,,,,,,,,,,,"2,7",1,,"1,2,9,3,4,5",,7,1,,2,"4,5",,1,3,77,10,,5,8,,8,,,,,,,,,,,,,,,,,,,4
2025-05-17 06:31:48,2025-05-17 06:40:00,0,100,492,1,2025-05-17 06:40:01,R_9G1e6LirhmKsdLG,anonymous,EN,1,1,1,1,,5,"1,2,3,4,9,10,11,12",,,,,,,,,,,,,"3,4",13,,4,1,1,4,4,1,1,,"5,6",,"5,7",,"4,5",,1,"3,6,11",,,,,,,,,,,,,,,,,,,,,,"1,2","1,5,8",,"9,4",,1,3,There is bicycle lane straight to school,2,"3,6",,2,5,138,10,,4,8,11,10,"There is a designated and free bicycle tracks. ","For better improvement of health 
To grow and build friendships in cycling community ",,,,,,,,,,,,,,,,,4
2025-05-17 06:31:45,2025-05-17 06:46:24,0,100,878,1,2025-05-17 06:46:24,R_8ozFLfkyaREPgtt,anonymous,EN,1,1,1,"1,3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3,4",7,,4,1,1,3,3,1,1,,"2,6",,"5,6,7",,"1,5,7",,3,"2,3,11",,,,,,,,,,,,,,,,,,,,,,"1,2,4","1,2,3",,"2,9,4",,7,,,3,,,1,3,60,10,,1,4,4,6,"Dedicated cycle track only for bike (Yas circuit, hudayriyat ...). Lots of community and race event around Abu Dhabi, not so expensive (KU challenge, Gran Fondo, Hudayriyat...)",The possibility to cycle around their neighborhood. Cycle track are great but most of them need 30min drive to be reached. Dedicated cycling one on the road will be very nice.,,,,,,,,,,,,,,,,,4
2025-05-17 06:48:22,2025-05-17 07:04:49,0,100,987,1,2025-05-17 07:04:50,R_3hBbZ8xLIo36ZJT,anonymous,EN,1,1,1,"1,3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",1,,4,1,2,4,2,1,"1,3,10",Fixed gear,"2,5,6",,6,,"1,4,6",,2,"11,12",,,,,,,,,,,,,,,,,,,,,,"1,2","1,5",,"1,2,9,4",,1,,,2,"1,6",,1,3,63,10,,1,3,6,5,Dedicated cycling tracks.,Integrate cycling into urban planning policies.,,,,,,,,,,,,,,,,,4
2025-05-17 21:18:27,2025-05-17 21:27:30,0,100,543,1,2025-05-17 21:27:30,R_3xzOPPmSXROBASt,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3,4",1,,4,1,1,4,3,1,1,,2,,4,,7,,1,"5,11",,,,,,,,,,,,,,,,,,,,,,1,"2,3,8",,"1,3,4,6",,7,1,,2,7,None,1,2,188,9,,5,1,11,8,"Peace, discipline, adrenaline ","Educate people the benefits of cycling, create betinner friendly groups to feel comfortable, new PR laps for beginners and rewards winners  ",,,,,,,,,,,,,,,,,4
2025-05-17 21:59:06,2025-05-17 22:05:24,0,100,378,1,2025-05-17 22:05:25,R_9EbGEduwnYoSkYG,anonymous,EN,1,1,1,"1,2",,3,"1,2,3,4,5,6,9,10,11,12",,,,,,,,,,,,,3,13,,1,1,1,1,1,1,1,,2,,"2,4",,"1,4",,1,"5,11,12",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2",,"1,2",,1,2,,2,3,,1,5,138,12,,1,2,16,9,Safe,More safe tracks,,,,,,,,,,,,,,,,,4
2025-05-17 22:00:03,2025-05-17 22:09:55,0,100,591,1,2025-05-17 22:09:56,R_93TZz8FZ4331qHW,anonymous,EN,1,1,1,1,,4,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3,4",7,,3,1,1,3,1,1,1,,2,,2,,1,,2,"5,11,12",,,,,,,,,,,,,,,,,,,,,,1,"3,5,8",,1,,1,1,,2,1,,1,5,138,7,,1,3,,5,Safe ride,"Healthy ",,,,,,,,,,,,,,,,,4
2025-05-18 00:57:59,2025-05-18 01:05:18,0,100,438,1,2025-05-18 01:05:19,R_9965yAPYJlpvlND,anonymous,EN,1,1,1,2,,4,"1,2,3,4,5,6,9,10,11,12",,,,,,,,,,,,,2,7,,4,4,1,4,4,1,3,,"2,6,7",,2,,6,,1,"2,11",,,,,,,,,,,,,,,,,,,,,,"1,2",1,,5,,1,1,,3,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18 01:19:19,2025-05-18 01:25:12,0,100,353,1,2025-05-18 01:25:13,R_9BzHikwmwAofIrD,anonymous,EN,1,1,1,"1,3",,4,"1,2,3,4,10,11,12",,,,,,,,,,,,,"1,4",7,,4,4,4,4,4,1,1,,2,,4,,1,,3,3,,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,4",,"1,2,9",,1,3,"Schools are too far, there are no dedicated cycling lanes ",2,1,,1,5,64,10,,1,7,,8,No crimes,"Dedicated lanes and stands for bicycles. ",,,,,,,,,,,,,,,,,4
2025-05-18 07:05:57,2025-05-18 07:09:43,0,100,226,1,2025-05-18 07:09:44,R_4lv5kY0Uf5phyyu,anonymous,EN,1,1,1,"1,3",,4,"1,2,3,4,9,10,11,12",,,,,,,,,,,,,1,13,,3,3,3,1,2,2,,,,,"5,6",,"1,4",,1,"2,3,4",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2",,"1,2",,4,1,,2,"1,2",,1,4,77,9,,1,6,,10,Good excercise,Good support,,,,,,,,,,,,,,,,,4
2025-05-11 23:17:11,2025-05-11 23:18:17,0,20,65,0,2025-05-18 23:17:20,R_4EQKQ0wqif6MbJd,anonymous,EN,1,1,2,,,,,3,,4,"1,11,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18 23:15:44,2025-05-18 23:20:58,0,100,314,1,2025-05-18 23:20:59,R_40w1mUdoZi2tIfS,anonymous,EN,1,3,1,"1,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,4,2,1,3,4,1,1,,"2,6",,"2,6,7",,"5,6,7",,,,,,,,,,1,"3,7,14",,,,,,,,,,,,,,"1,2","1,5",,"2,9,4,6",,7,,,3,,,2,4,83,10,,7,6,14,10,,,,,,,"It's safe and convenient ",,,,,,,,,,,,4
2025-05-12 04:17:55,2025-05-12 04:21:45,0,4,229,0,2025-05-19 04:17:56,R_4t8hM57V3wstadH,anonymous,EN,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-19 04:13:59,2025-05-19 04:18:13,0,100,254,1,2025-05-19 04:18:14,R_91mSfB39dG0Mz0z,anonymous,EN,1,1,1,"1,3",,5,"1,2,3,11,12",,,,,,,,,,,,,"1,3",7,,4,3,1,3,4,2,,,,,,,1,,2,3,,,,,,,,,,,,,,,,,,,,,,1,"1,4,6",,"2,9,5,6",,7,3,No kids,3,,,2,2,14,6,,5,1,44,10,,,,,,,,,,,,,,,,,,,4
2025-05-19 04:14:45,2025-05-19 04:20:10,0,100,324,1,2025-05-19 04:20:11,R_4OGsIvFBbi8C29F,anonymous,EN,1,1,1,1,,6,"9,10,11,12",,,,,,,,,,,,,1,8,,4,4,1,4,4,2,,,,,"6,7",,"1,6,7",,1,"3,4",,,,,,,,,,,,,,,,,,,,,,"1,2","6,7,8",,"9,6",,7,3,N/A,3,,,1,2,14,6,,5,8,44,9,,,,,,,,,,,,,,,,,,,4
2025-05-19 04:18:04,2025-05-19 04:25:50,0,100,466,1,2025-05-19 04:25:51,R_7pMRErpM2QhdSFV,anonymous,EN,1,1,3,,,,,,,,,5,Cheaper and no Fuel Cost,1,"1,2,3,4,10,11,12",,,,,1,13,,4,4,4,4,3,2,,,,,,,,,1,"4,14",,,,,,,,,,,,,,,,,,,,,,"2,7,3,6","1,2,4",,"1,2,9,3,4,5",,7,2,,3,,,1,3,187,10,,1,6,29,8,Enjoying the breeze of winter,"Cool track and paths for cyclists
",,,,,,,,,,,,,,,,,4
2025-05-12 04:28:48,2025-05-12 04:30:14,0,26,86,0,2025-05-19 04:28:51,R_4SIuDAVqFEMRNpb,anonymous,EN,1,1,1,"1,3",,4,"1,2,3,4,5,12",,,,,,,,,,,,,1,7,,4,4,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-19 04:31:59,2025-05-19 04:34:48,0,100,168,1,2025-05-19 04:34:49,R_8ho45xCQpSVesGF,anonymous,EN,1,1,1,"1,3",,7,"1,2,10,11,12",,,,,,,,,,,,,"1,3",1,,3,3,4,1,3,2,,,,,"2,5",,1,,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"7,4","1,2,8",,"2,5",,6,2,,2,2,,1,2,52,6,,5,1,4,8,Skyline,Weather protection,,,,,,,,,,,,,,,,,4
2025-05-19 04:35:06,2025-05-19 04:43:47,0,100,521,1,2025-05-19 04:43:48,R_5HM2HW7GPCxXTty,anonymous,EN,1,1,1,"1,3",,3,"1,2,3,4,5,9,10,11,12",,,,,,,,,,,,,"1,3",1,,4,4,4,2,3,1,"1,5",,"2,4,7",,,,,,3,"3,4",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,4",,"1,2,9,3,5,6",,"1,7",1,,2,6,,2,2,90,8,,5,8,4,8,,"more cyclings lanes, weather protected areas",,,,,,,,,,,,,,,,,4
2025-05-19 05:05:40,2025-05-19 05:08:39,0,100,179,1,2025-05-19 05:08:40,R_9koF0yq1LvSWBEo,anonymous,EN,1,1,1,1,,4,"1,2,3",,,,,,,,,,,,,1,7,,4,4,3,4,4,2,,,,,2,,4,,1,"3,6",,,,,,,,,,,,,,,,,,,,,,1,1,,9,,7,2,,2,1,,2,2,57,9,,2,2,,9,,,,,,,,,,,,,,,,,,,4
2025-05-12 12:54:28,2025-05-12 12:55:41,0,4,73,0,2025-05-19 12:54:29,R_7oHiu1qHFW0T0jA,anonymous,EN,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-20 05:38:49,2025-05-20 05:39:21,0,100,31,1,2025-05-20 05:39:21,R_23Cfx8V53NaYEFz,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 06:03:42,2025-05-13 06:06:21,0,29,158,0,2025-05-20 06:03:43,R_52Ldj2aE0hqEqsm,anonymous,EN,1,1,1,3,,4,"1,11,12",,,,,,,,,,,,,1,7,,4,4,1,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-20 05:56:28,2025-05-20 06:03:53,0,100,445,1,2025-05-20 06:03:54,R_4s72ykBg9y6vjsY,anonymous,EN,1,1,1,4,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,4,1,1,4,4,1,1,,2,,2,,1,,1,11,,,,,,,,,,,,,,,,,,,,,,"1,2",1,,"2,9",,1,2,,2,1,,1,4,138,8,,1,2,15,4,"Very safe ","Healthy life ",,,,,,,,,,,,,,,,,4
2025-05-20 05:56:38,2025-05-20 06:10:21,0,100,822,1,2025-05-20 06:10:21,R_4KwOz52ZZAAIxdf,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,,,4,1,1,4,4,1,1,,"2,6",,2,,"4,7",,3,4,,,,,,,,,,,,,,,,,,,,,,1,1,,4,,7,1,,3,,,1,4,138,8,,3,8,11,10,safe for riders,to make fit and healthy,,,,,,,,,,,,,,,,,4
2025-05-20 06:23:41,2025-05-20 06:33:50,0,100,608,1,2025-05-20 06:33:51,R_4n2DVW93FMrYIP5,anonymous,EN,1,1,1,3,,4,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,4,1,1,4,4,1,"1,3,8",,2,,"2,4,7",,1,,2,11,,,,,,,,,,,,,,,,,,,,,,1,"1,2,5",,"1,2,9,3,4,5,6",,7,2,,2,1,,1,5,138,10,,1,8,15,8,I usually happy to ride with my brother in laws and friend and to meet new friends.,Cycling is good for the health,,,,,,,,,,,,,,,,,4
2025-05-20 07:12:27,2025-05-20 07:19:45,0,100,438,1,2025-05-20 07:19:46,R_9n9f3dYqdB9qlzm,anonymous,EN,1,1,1,"1,3",,3,"1,2,10,11,12",,,,,,,,,,,,,1,7,,4,1,1,3,3,1,1,,"2,5,6",,"2,5,6,7",,"4,5,6,7",,1,"5,11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,5,8",,"1,2,9,4,5,6",,7,,,2,6,,2,4,138,9,,1,5,11,10,Provided more cycling tracks,It’s a healthy option form of exercise,,,,,,,,,,,,,,,,,4
2025-05-20 07:32:42,2025-05-20 07:50:23,0,100,1061,1,2025-05-20 07:50:24,R_4ndSVwWheoCGqCk,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,3,1,1,3,4,1,"1,3",,2,,"2,4,5,6,7",,"1,4,5,6",,1,"3,11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,2,8",,"1,2,9,3,4,5,6,7",,1,1,,2,1,,1,4,138,9,,1,1,,9,"Cardio ","More free community ride ",,,,,,,,,,,,,,,,,4
2025-05-13 08:26:31,2025-05-13 08:32:06,0,32,334,0,2025-05-20 08:26:34,R_9Ic3zJNx5iAZ7mc,anonymous,EN,1,1,1,3,,2,"1,2,3,4,5",,,,,,,,,,,,,1,8,,4,4,1,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-20 09:58:35,2025-05-20 10:16:32,0,100,1076,1,2025-05-20 10:16:33,R_4WYEehW7Yffwv4n,anonymous,EN,1,3,1,"1,3,4",,4,"1,2,3,10,11,12",,,,,,,,,,,,,"1,2,3,4",1,,4,1,1,4,1,1,"3,10",Fat Bike,"2,6",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,1,"6,7,8",,,,,,,,,,,,,,"1,2,7","1,4,5",,"1,2,9,3,4,5,6",,1,2,,2,1,,2,4,138,12,,1,8,18,10,,,,,,,"Fitness and Participation Events ","Fitness ",,,,,,,,,,,4
2025-05-20 13:23:29,2025-05-20 13:27:14,0,100,224,1,2025-05-20 13:27:14,R_9Mtjpr0JPoEETW5,anonymous,EN,1,3,1,"3,4,6",,1,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",13,,4,1,1,3,3,1,1,,"2,6",,"2,7",,"1,4,5,6,7",,,,,,,,,,1,"7,14",,,,,,,,,,,,,,"1,2","1,2,3",,"1,2,9",,3,,,3,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 20:23:15,2025-05-13 20:27:12,0,29,237,0,2025-05-20 20:23:18,R_4FKA6uWyHiGssGd,anonymous,EN,1,3,3,,,,,,,,,5,"Personal use ",1,"10,12",,,,,1,13,,3,4,1,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-21 00:19:45,2025-05-21 00:20:40,0,100,54,1,2025-05-21 00:20:41,R_1NtrKElOwxd8mw9,anonymous,EN,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-21 02:43:28,2025-05-21 02:44:30,0,100,62,1,2025-05-21 02:44:31,R_99phhQfdMyjnbOP,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 03:47:30,2025-05-14 03:54:36,0,55,426,0,2025-05-21 03:47:39,R_4iVxJXgBnECfQsg,anonymous,EN,1,3,1,2,,1,3,,,,,,,,,,,,,2,1,,2,1,1,4,3,1,8,,4,,7,,4,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 04:11:03,2025-05-14 04:12:01,0,20,57,0,2025-05-21 04:11:04,R_9dKzUQJhx97TI8P,anonymous,EN,1,1,1,1,,3,"10,11,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 04:14:04,2025-05-14 04:17:01,0,29,176,0,2025-05-21 04:14:06,R_4xQq8anNuD2jDhQ,anonymous,AR,1,2,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,7,,4,1,1,4,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 04:41:33,2025-05-14 06:18:28,0,67,5814,0,2025-05-21 04:41:37,R_9iXquNB5IW5WZxe,anonymous,AR,1,1,1,3,,3,1,,,,,,,,,,,,,3,7,,4,3,1,4,1,1,"1,3",,"2,4",,4,,1,,3,"3,12",,,,,,,,,,,,,,,,,,,,,,2,"4,5",,"1,2,9,3,4,5,6,7",,1,1,,3,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 06:06:13,2025-05-14 06:07:17,0,4,64,0,2025-05-21 06:06:19,R_9XA9tsC8ytIsx9v,anonymous,EN,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 06:16:04,2025-05-14 06:16:21,0,4,17,0,2025-05-21 06:16:06,R_9Ba3GmE8uoMZJlA,anonymous,EN,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 06:57:01,2025-05-14 07:20:09,0,75,1387,0,2025-05-21 06:57:03,R_4nNQRnT7BH7SPfG,anonymous,EN,1,1,1,4,,1,10,,,,,,,,,,,,,2,7,,4,1,1,4,1,1,"1,3,8",,"2,5,6",,"2,4,5,6,7",,"1,4,5,7",,3,"2,3,11",,,,,,,,,,,,,,,,,,,,,,"1,2","1,4,7",,"1,2,9",,3,,,3,,,1,5,138,11,,1,8,24,8,,,,,,,,,,,,,,,,,,,
2025-05-14 07:34:45,2025-05-14 07:35:17,0,12,31,0,2025-05-21 07:34:46,R_9fkWVmKv36UCoKZ,anonymous,EN,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 08:49:34,2025-05-14 09:01:11,0,70,697,0,2025-05-21 08:49:40,R_4GkwmrVfcFJPEqd,anonymous,EN,1,1,1,3,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",1,,2,1,2,4,4,1,1,,2,,2,,"1,4,5,6",,1,"5,11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,3",,"1,2,6",,1,1,,3,,,1,5,186,10,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 12:14:17,2025-05-14 12:19:39,0,55,322,0,2025-05-21 12:14:21,R_4S8nqG5sCFMmXC0,anonymous,EN,1,1,1,"3,4",,3,"1,2,3,4,9,10,11,12",,,,,,,,,,,,,"1,2,3",13,,4,1,1,4,4,1,1,,"2,6",,"2,6,7",,"1,4,5,7",,1,"4,11,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 12:47:18,2025-05-14 12:52:16,0,70,297,0,2025-05-21 12:47:21,R_9aQsTuDS8aBeOdx,anonymous,EN,1,3,1,"1,3",,5,"1,2,3,11,12",,,,,,,,,,,,,3,7,,4,1,1,4,4,1,3,,"2,4",,"4,6",,"1,4,5",,,,,,,,,,1,"4,5",,,,,,,,,,,,,,"2,4","1,2,4",,"1,2,9",,7,2,,3,,,1,3,138,9,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 12:57:49,2025-05-14 12:59:21,0,20,91,0,2025-05-21 12:57:55,R_4Vz3Jx0qLLLsYw7,anonymous,EN,1,1,1,"1,3,4",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 13:51:23,2025-05-14 13:51:56,0,4,33,0,2025-05-21 13:51:25,R_8fg8ijH9LSe4MOU,anonymous,EN,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
